url,title,index,total_time,num_ingredients
https://thewoksoflife.com/welsh-cakes/,Traditional welsh cakes recipe from mary berry,1219,60,11
https://thewoksoflife.com/peanut-mochi-coconut/,Coconut peanut mochi,1220,80,13
https://thewoksoflife.com/red-bean-soup/,Sweet red bean soup,1221,120,5
https://thewoksoflife.com/mung-bean-popsicles/,Mung bean popsicles,1222,120,4
https://thewoksoflife.com/strawberry-cheesecake/,Sarah's strawberry cheesecake,1223,60,16
https://thewoksoflife.com/pumpkin-tres-leches-cake/,Pumpkin tres leches cake with spiced cream,1224,55,20
https://thewoksoflife.com/inside-hong-kong-coconut-buns/,Inside-out hong kong coconut buns,1225,120,17
https://thewoksoflife.com/peanut-butter-cupcakes-with-black-sesame-frosting/,Peanut butter cupcakes with black sesame frosting,1226,90,14
https://thewoksoflife.com/black-sticky-rice-mango-dessert/,Black sticky rice mango dessert,1227,60,9
https://thewoksoflife.com/blueberry-yogurt-scones/,Blueberry yogurt scones,1228,22,9
https://thewoksoflife.com/holiday-marshmallow-treats/,Holiday marshmallow treats,1229,30,9
https://thewoksoflife.com/tang-yuan-recipe/,Tang yuan (sweet rice balls with black sesame filling),1230,100,5
https://thewoksoflife.com/pumpkin-pie-pecan-streusel/,Pumpkin pie with pecan streusel,1231,90,17
https://thewoksoflife.com/funfetti-ice-cream-sandwiches/,Funfetti ice cream sandwiches,1232,120,11
https://thewoksoflife.com/honey-banana-cake/,Honey banana cake,1233,90,19
https://thewoksoflife.com/classic-peanut-butter-cake/,Classic peanut butter cake,1234,60,15
https://thewoksoflife.com/ham-nut-mooncake-recipe/,Ham and nut mooncakes (wu ren yue bing 五仁月饼),1235,120,26
https://thewoksoflife.com/chocolate-nutella-rolls/,Chocolate nutella rolls - an asian milk bread recipe,1236,120,13
https://thewoksoflife.com/dairy-free-lemon-cake/,Dairy-free lemon cake,1237,100,12
https://thewoksoflife.com/red-bean-bread/,Red bean bread,1238,120,13
https://thewoksoflife.com/apple-fritters-cinnamon-sugar/,Apple fritters,1239,40,15
https://thewoksoflife.com/easy-irish-soda-bread-raisins/,Irish soda bread,1240,70,9
https://thewoksoflife.com/pumpkin-cake-w-mexican-chocolate-whipped-cream/,Pumpkin cake with mexican chocolate whipped cream,1241,110,20
https://thewoksoflife.com/coconut-tapioca-dessert/,Coconut tapioca dessert with sweet rice balls,1242,60,9
https://thewoksoflife.com/thai-black-rice-dessert/,Thai black sticky rice dessert (two honeymoon dessert recipes!),1243,40,16
https://thewoksoflife.com/chinese-walnut-cookies/,Chinese walnut cookies,1244,70,8
https://thewoksoflife.com/yellow-cake/,Perfect yellow cake,1245,100,12
https://thewoksoflife.com/flaky-apple-pie-recipe/,Flaky apple pie,1246,120,13
https://thewoksoflife.com/churn-bourbon-cherry-pie-ice-cream/,No-churn bourbon cherry pie ice cream,1247,120,6
https://thewoksoflife.com/pumpkin-cupcakes/,Pumpkin cupcakes with maple vanilla buttercream,1248,85,22
https://thewoksoflife.com/flourless-chocolate-citrus-almond-cake/,Flourless chocolate citrus almond cake,1249,105,8
https://thewoksoflife.com/quick-blackberry-apple-tart/,Quick blackberry apple tart,1250,45,9
https://thewoksoflife.com/easy-rough-puff-pastry/,Easy rough puff pastry,1251,120,4
https://thewoksoflife.com/blueberry-pancakes/,Blueberry pancakes,1252,50,10
https://thewoksoflife.com/mango-pie/,Mango pie recipe with citrus whipped cream,1253,90,17
https://thewoksoflife.com/chocolate-cake-recipe/,Our favorite chocolate cake recipe (a psa),1254,95,18
https://thewoksoflife.com/chocolate-rice-krispie-nuggets/,Chocolate-covered rice krispie nuggets with sea salt,1255,45,5
https://thewoksoflife.com/hong-kong-egg-tarts/,Hong kong egg tarts,1256,100,9
https://thewoksoflife.com/vegan-chocolate-peanut-butter-silk-tart/,Vegan chocolate peanut butter silk tart,1257,120,8
https://thewoksoflife.com/bai-tang-gao-white-sugar-sponge-cake/,White sugar sponge cake (bai tang gao - 白糖糕),1258,120,6
https://thewoksoflife.com/key-lime-tart/,Key lime tart,1259,45,7
https://thewoksoflife.com/pumpkin-granola/,Pumpkin granola,1260,100,15
https://thewoksoflife.com/chinese-pineapple-buns-pork/,Chinese pineapple buns with roast pork filling,1261,120,28
https://thewoksoflife.com/dark-chocolate-pumpkin-scones/,Dark chocolate pumpkin scones,1262,70,17
https://thewoksoflife.com/chinese-swiss-roll/,Chinese swiss roll,1263,75,9
https://thewoksoflife.com/sweet-cherry-hand-pies/,Sweet cherry hand pies,1264,75,10
https://thewoksoflife.com/portuguese-custard-tarts-pasteis-de-nata/,Portuguese custard tarts (pasteis de nata),1265,120,7
https://thewoksoflife.com/apple-cream-cheese-tart/,Apple cream cheese tart,1266,90,19
https://thewoksoflife.com/snow-fungus-soup-pears/,Snow fungus soup with pears,1267,120,6
https://thewoksoflife.com/lemon-basil-yogurt-cake/,Lemon basil yogurt cake,1268,60,14
https://thewoksoflife.com/cinnamon-raisin-buns/,Cinnamon raisin buns,1269,120,13
https://thewoksoflife.com/pumpkin-mini-muffins/,Pumpkin mini muffins,1270,25,8
https://thewoksoflife.com/clementine-cakes/,Clementine cakes,1271,85,18
https://thewoksoflife.com/bourbon-banana-cream-pie/,Easy bourbon banana cream pie,1272,120,11
https://thewoksoflife.com/grass-jelly-dessert/,Grass jelly dessert,1273,20,24
https://thewoksoflife.com/chock-full-o-nuts-chocolate-chip-cookies/,“chock full o’ nuts” chocolate chip cookies,1274,45,14
https://thewoksoflife.com/mango-muffins/,Mango muffins with oatmeal crumb topping,1275,70,19
https://thewoksoflife.com/peach-pie/,Peach pie,1276,120,14
https://thewoksoflife.com/ma-lai-go-chinese-steamed-cake/,Ma lai go chinese steamed cake,1277,95,11
https://thewoksoflife.com/lotus-seed-paste/,How to make lotus seed paste,1278,120,4
https://thewoksoflife.com/brussels-cookies-recipe/,Chocolate oatmeal sandwich cookies (brussels cookies recipe),1279,42,9
https://thewoksoflife.com/steamed-red-bean-buns/,Steamed red bean buns,1280,120,8
https://thewoksoflife.com/mango-sago/,Mango sago,1281,40,5
https://thewoksoflife.com/grilled-peach-crisps-yogurt/,Grilled peach crisps with yogurt,1282,40,9
https://thewoksoflife.com/summer-berry-pie/,Summer berry pie,1283,120,15
https://thewoksoflife.com/how-to-cook-tapioca-pearls/,How to cook tapioca pearls,1284,60,3
https://thewoksoflife.com/olive-oil-pecan-rum-cake/,Olive oil pecan rum cake,1285,70,16
https://thewoksoflife.com/pineapple-buns/,Pineapple buns,1286,120,18
https://thewoksoflife.com/nai-wong-bao-custard-buns/,Cantonese steamed custard buns (nai wong bao),1287,120,15
